"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1919","@sanity verify logo and footer on product page test","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","2675","log out link exist test with fixtures","chromium","2026-07-05","passed","2026-07-05","","homepagefix.spec.ts","",""
"","3102","Login using invalid credentials with data driven with fixture test","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","2889","verify searchResults count - iphone - iPhone","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","2316","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","2566","@sanity Home Page title test with fixtures","chromium","2026-07-05","passed","2026-07-05","","homepagefix.spec.ts","",""
"","2999","verify searchResults count - macbook - MacBook Air","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","2594","Home Page title test","chromium","2026-07-05","passed","2026-07-05","","homepage.spec.ts","",""
"","2559","verify all footers exist on the page test","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","360","GET - Get All Users test","chromium","2026-07-05","passed","2026-07-05","","api/users.api.schema.spec.ts","",""
"","2724","verify logo and footer on product page test","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","3950","verify user navigate to product page - iphone - iPhone","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","4529","Add Product to cart test -iMac","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","2335","invalid login test with json data -pwbatchtest@open.com - wrong@123","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","2363","invalid login test with excel data -invalid@open.com - wrongPassword123","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","1131","Delete a User Test","chromium","2026-07-05","passed","2026-07-05","","api/users.individual.spec.ts","",""
"","4321","verify searched product images count test","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","1180","GET API = get all users test","chromium","2026-07-05","passed","2026-07-05","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","2318","invalid login test with excel data -test@automation.com - pw1234","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","2394","invalid login test with json data -wrong@open.com - wrong@123","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","0","Product information test Using CSV test","chromium","2026-07-05","skipped","2026-07-05","","cartPage.spec.ts","",""
"","2791","verify searchResults count - macbook - MacBook Pro","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","2487","verify logo and footer on home page test","chromium","2026-07-05","passed","2026-07-05","","homepagefix.spec.ts","",""
"","3764","verify each product details test for -iMac","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","2547","verify all footers exist on the page test","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","336","GoRestAPI - Verify Update User - PUT call test","chromium","2026-07-05","passed","2026-07-05","","api/users.api.spec.ts","",""
"","2285","@sanity invalid login test with -invalid@open.com - wrongPassword123","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","1866","@sanity Login Page with fixture test","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","2872","@sanity Enter New User Info test Entering for - kristi - shain","chromium","2026-07-05","passed","2026-07-05","","registration.spec.ts","",""
"","1904","@sanityverify all footers exist on the page test","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","375","POST API = Create a User test","chromium","2026-07-05","passed","2026-07-05","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","2771","log out link exist test","chromium","2026-07-05","passed","2026-07-05","","homepage.spec.ts","",""
"","4268","verify each product details test for -iPhone","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","2788","Intercept and log requests","chromium","2026-07-05","passed","2026-07-05","","api/intercept.spec.ts","",""
"","4106","verify user navigate to product page - macbook - MacBook Pro","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","496","Mock the search data API","chromium","2026-07-05","passed","2026-07-05","","api/intercept.spec.ts","",""
"","1882","verify logo and footer on product page test","chromium","2026-07-05","passed","2026-07-05","","registration.spec.ts","",""
"","4214","verify each product details test for -iPod Classic","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","2269","@sanity invalid login test with - - pw1234","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","410","GoRestAPI - Verify Create User - POST call test","chromium","2026-07-05","passed","2026-07-05","","api/users.api.spec.ts","",""
"","723","Create a User Test","chromium","2026-07-05","passed","2026-07-05","","api/users.individual.spec.ts","",""
"","1854","verify Forgot Password link test","chromium","2026-07-05","passed","2026-07-05","","loginpage.spec.ts","",""
"","2619","@regression Home Page Headers test with fixtures","chromium","2026-07-05","passed","2026-07-05","","homepagefix.spec.ts","",""
"","2529","verify User able to logIn Successfully test","chromium","2026-07-05","passed","2026-07-05","","loginpage.spec.ts","",""
"","1158","Update a User Test","chromium","2026-07-05","passed","2026-07-05","","api/users.individual.spec.ts","",""
"","4357","verify each product details test for -MacBook Pro","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","4528","Add Product to cart test -MacBook Pro","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","2804","Home Page Headers test","chromium","2026-07-05","passed","2026-07-05","","homepage.spec.ts","",""
"","5156","Add Product to cart test -iPhone","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","2186","invalid login test with json data -invalidUser@open.com -","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","5033","Add Product to cart test -iPod Classic","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","2238","invalid login test with excel data - - !Spring123","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
