"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2538","Home Page Headers test","chromium","2026-07-02","passed","2026-07-02","","homepage.spec.ts","",""
"","3722","verify searched product images count test","chromium","2026-07-02","passed","2026-07-02","","productPage.spec.ts","",""
"","4498","Add Product to cart test -iPhone","chromium","2026-07-02","passed","2026-07-02","","productPage.spec.ts","",""
"","4137","verify each product details test for -iMac","chromium","2026-07-02","passed","2026-07-02","","productPage.spec.ts","",""
"","2301","Home Page title test","chromium","2026-07-02","passed","2026-07-02","","homepage.spec.ts","",""
"","994","GET -- Get location data test","chromium","2026-07-02","passed","2026-07-02","","api/amadeus.oauth2.spec.ts","",""
"","1853","Login Page title test","chromium","2026-07-02","passed","2026-07-02","","loginpage.spec.ts","",""
"","1106","Update a User Test","chromium","2026-07-02","passed","2026-07-02","","api/users.individual.spec.ts","",""
"","2380","verify User able to logIn Successfully test","chromium","2026-07-02","passed","2026-07-02","","loginpage.spec.ts","",""
"","320","PUT API = Update User test","chromium","2026-07-02","passed","2026-07-02","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","2562","verify all footers exist on the page test","chromium","2026-07-02","passed","2026-07-02","","homepagefix.spec.ts","",""
"","2478","verify logo and footer on product page test","chromium","2026-07-02","passed","2026-07-02","","productPage.spec.ts","",""
"","3872","verify user navigate to product page - imac - iMac","chromium","2026-07-02","passed","2026-07-02","","search.spec.ts","",""
"","3512","verify user navigate to product page - macbook - MacBook Pro","chromium","2026-07-02","passed","2026-07-02","","search.spec.ts","",""
"","2887","verify searchResults count - iphone - iPhone","chromium","2026-07-02","passed","2026-07-02","","search.spec.ts","",""
"","687","Create a User Test","chromium","2026-07-02","passed","2026-07-02","","api/users.individual.spec.ts","",""
"","2002","verify all footers exist on the page test","chromium","2026-07-02","passed","2026-07-02","","registration.spec.ts","",""
"","2001","verify logo and footer on product page test","chromium","2026-07-02","passed","2026-07-02","","registration.spec.ts","",""
"","4888","Add Product to cart test -MacBook Pro","chromium","2026-07-02","passed","2026-07-02","","productPage.spec.ts","",""
"","2797","verify searchResults count - macbook - MacBook Air","chromium","2026-07-02","passed","2026-07-02","","search.spec.ts","",""
"","2244","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-02","passed","2026-07-02","","loginpagefixture.spec.ts","",""
"","3596","verify user navigate to product page - macbook - MacBook Air","chromium","2026-07-02","passed","2026-07-02","","search.spec.ts","",""
"","4242","Generate Product information and full details,","chromium","2026-07-02","passed","2026-07-02","","productPage.spec.ts","",""
"","2018","Verify registration page title test","chromium","2026-07-02","passed","2026-07-02","","registration.spec.ts","",""
"","3161","Login using invalid credentials with data driven with fixture test","chromium","2026-07-02","passed","2026-07-02","","loginpagefixture.spec.ts","",""
"","2793","verify searchResults count - imac - iMac","chromium","2026-07-02","passed","2026-07-02","","search.spec.ts","",""
"","2007","@regression verify Forgot Password link with fixture test","chromium","2026-07-02","passed","2026-07-02","","loginpagefixture.spec.ts","",""
"","1849","@sanityverify all footers exist on the page test","chromium","2026-07-02","passed","2026-07-02","","loginpagefixture.spec.ts","",""
"","4279","Add Product to cart test -iPod Classic","chromium","2026-07-02","passed","2026-07-02","","productPage.spec.ts","",""
"","2781","log out link exist test with fixtures","chromium","2026-07-02","passed","2026-07-02","","homepagefix.spec.ts","",""
"","1638","@sanity Login Page with fixture test","chromium","2026-07-02","passed","2026-07-02","","loginpagefixture.spec.ts","",""
"","2248","@sanity invalid login test with -invalid@open.com - wrongPassword123","chromium","2026-07-02","passed","2026-07-02","","loginpagefixture.spec.ts","",""
"","2322","@sanity invalid login test with - - pw1234","chromium","2026-07-02","passed","2026-07-02","","loginpagefixture.spec.ts","",""
"","366","GoRestAPI - Verify Update User - PUT call test","chromium","2026-07-02","passed","2026-07-02","","api/users.api.spec.ts","",""
"","4460","Add Product to cart test -iMac","chromium","2026-07-02","passed","2026-07-02","","productPage.spec.ts","",""
"","422","Mock the search data API","chromium","2026-07-02","passed","2026-07-02","","api/intercept.spec.ts","",""
"","989","Delete a User Test","chromium","2026-07-02","passed","2026-07-02","","api/users.individual.spec.ts","",""
"","2558","verify all footers exist on the page test","chromium","2026-07-02","passed","2026-07-02","","productPage.spec.ts","",""
"","2494","@regression Home Page Headers test with fixtures","chromium","2026-07-02","passed","2026-07-02","","homepagefix.spec.ts","",""
"","2842","@sanity Enter New User Info test Entering for - Roy - han","chromium","2026-07-02","passed","2026-07-02","","registration.spec.ts","",""
"","2254","invalid login test with excel data -test@automation.com - pw1234","chromium","2026-07-02","passed","2026-07-02","","loginpagefixture.spec.ts","",""
"","3795","verify user navigate to product page - iphone - iPhone","chromium","2026-07-02","passed","2026-07-02","","search.spec.ts","",""
"","24555","Verify shopping cart product information test","chromium","2026-07-02","passed","2026-07-02","","cartPage.spec.ts","",""
"","1895","verify Forgot Password link test","chromium","2026-07-02","passed","2026-07-02","","loginpage.spec.ts","",""
"","324","GoRestAPI - Verify Create User GET call test","chromium","2026-07-02","passed","2026-07-02","","api/users.api.spec.ts","",""
